url,status,shannon_entropy,relative_entropy,url_length,special_char_count,suspicious_words_count,domain_word_count,subdomain_count,has_suspicious_tld
http://www.businesstimes.com.sg/transport,0,4.006720834246031,0.0977248983962446,41,3,0,4,3,0
http://p.wpage.cc/,1,3.3082708345352603,0.1837928241408478,18,3,0,3,2,0
http://www.livedoor.com/,0,3.823934896284056,0.1593306206785023,24,3,0,3,2,0
https://ni.graduateoverseas.org/ongod/excelz/bizmail.php?email=,1,4.592226257370053,0.0728924802757151,63,7,0,3,2,0
https://www.ruelland.ca/templates/beez5/images/request/,1,4.130979714739806,0.0751087220861782,55,7,0,3,2,0
https://www.canadian-pizza.com/,0,3.937751955408587,0.1270242566260834,31,4,0,4,2,0
http://www.tattooartists.ru/,0,3.4087385128172407,0.1217406611720443,28,3,0,3,2,0
http://www.consul.ru/,0,3.6537567082870015,0.1739884146803334,21,3,0,3,2,0
http://cbtfortherapists.blogspot.com,0,3.919381945646371,0.1088717207123992,36,2,0,3,2,0
http://www.hbs.edu/faculty/publication%20files/08-017_1903b556-786c-49fb-8e95-ab9976da8b4b.pdf,0,4.921194639936411,0.0523531344674086,94,11,0,3,2,0
http://bdoonline-verifylogin.webstarterz.com/security/verify/login.php,1,4.436744989587038,0.0633820712798148,70,6,2,4,2,0
https://pesstaplus.raharja.ac.id/vendor/phpunit/phpunit/src/util/php/de/xi/demx/index.php,1,4.22712216796865,0.0474957546962769,89,12,0,4,3,0
http://janaxelson.com/parport.htm,0,3.92258957364167,0.1188663507164142,33,3,0,2,1,0
http://www.definitions.net/definition/dynasty,0,4.019879075051287,0.0893306461122508,45,4,0,3,2,0
http://www.genital-herpes-facts.com/incubation-period-for-herpes.php,0,4.300359260769873,0.0632405773642628,68,8,0,5,2,0
http://www.easychemproject.com/db2017/,1,4.273728829005326,0.1124665481317191,38,4,0,3,2,0
http://www.sohoo.be/templates/sohoo.be/cl/bancoestado.cl/,1,3.843414743704081,0.0674283288369137,57,7,0,3,2,0
http://asatelectricals.com/wp/auto,1,3.8414473125268014,0.1129837444860824,34,4,0,2,1,0
https://b-hive-authentication.firebaseapp.com/,0,4.134990152123812,0.0898910902635611,46,5,0,5,2,0
http://www.azquotes.com/quotes/topics/passivity.html,0,4.08716442175781,0.0785993158030348,52,5,0,3,2,0
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/efb3a7c3f247eba?cmd=_update&dispatch=efb3a7c3f247eba03&locale=_,1,4.680946624392252,0.037447572995138,125,13,2,6,4,0
https://yahoomailywdsuqiosujaghsw.weebly.com/,1,4.296865596089289,0.0954859021353175,45,3,0,3,2,0
http://interoptika.hu/mail/,1,3.7639657428240807,0.1394061386231141,27,4,0,2,1,0
http://www.dictionary.com/browse/select-committee,0,4.091665140378663,0.0835033702118094,49,5,0,3,2,0
https://app.box.com/s/aju8uu3l7x4uusi7v53z09uk6rvwd161,1,4.773043983484693,0.0883897033978646,54,4,0,3,2,0
http://somogyklima.hu/modules/mod_poll/chas/perfect/index.html?request_type=logonhandler&amp;face=en_us&amp;inav=inavlnklog,1,4.829948957451987,0.0392678777028616,123,16,0,2,1,0
http://ehan.org/bbs/chat/validate/mail.htm?cmd=lob=rbglogon&amp;_pagelabel=page_logonform&amp;secured_page,1,4.678379291182166,0.0441356536903977,106,15,1,2,1,0
http://acqalma.az,0,3.381580488309164,0.1989164993123037,17,2,0,2,1,0
http://freecrackcorner4u.blogspot.com,0,4.141621608755249,0.1119357191555472,37,2,1,4,2,0
http://accountchckecker-update-now.drpiza.com/accountasecurre/update-information--safety-and-securit,1,4.216622160287628,0.0421662216028762,100,11,2,5,2,0
http://www.furmanpartners.ru/slider/js/outlook.html,1,4.302847470756509,0.0843695582501276,51,5,0,3,2,0
http://html.freebuddymovies.com/5/79/pics/55933/nude/188_c1848_01.html,0,4.664578373902383,0.0666368339128911,70,10,1,3,2,0
https://oeuf38bui-6pyt2jamu.vercel.app/,1,4.490029141717278,0.115128952351725,39,4,0,6,2,0
http://www.brighthub.com/electronics/home-theater/articles/111893.aspx,0,4.421213196192992,0.0631601885170427,70,7,0,3,2,0
http://www.mirc.com/,0,3.4464393446710155,0.1723219672335507,20,3,0,3,2,0
https://vexorsites.com.br/mail/excelzz/bizmail.php?email=&amp;_rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,1,5.001649454861717,0.0344941341714601,145,21,0,3,2,0
http://www.amberexpeditions.com/images/,1,4.131054782742918,0.1059244816087927,39,4,0,3,2,0
http://www.bcp.futbolfinanciero.com.pe/,1,4.092342603144792,0.1049318616190972,39,3,0,5,4,0
http://disq.us/?url=http%3a%2f%2fv32vi.org%2fobj%2fx86%2fdebug%2fdebug.html&key=p5-unr13ef1nvpweoa4g6q,1,5.192349637740569,0.0509053886052996,102,8,0,2,1,0
http://java-source.net/open-source/uml-modeling,0,4.264606075441665,0.0907362994774822,47,7,0,3,1,0
https://drive.google.com/file/d/1vcmv6kmocsa_zb6wicr72wli4phzugnr/view?usp=sharing,1,5.0551863031611175,0.0616486134531843,82,9,0,3,2,0
http://www.solutionsirb.com/,0,3.91379956460568,0.1397785558787742,28,3,0,3,2,0
http://zioras.pl/gdocs/s/,1,3.749275070710713,0.1499710028284285,25,5,0,2,1,0
https://www.w3schools.com/jsref/jsref_obj_date.asp,0,4.233269689515109,0.0846653937903021,50,6,0,4,2,0
http://https.webmail.office.jezqmhyjbcaahq11uev4m7u1kyjry.47o9ihsjhhs3g1w0rf4k0.9yki6eft1lk7c6os6ky.dximd3qwwpq6shgjg2zhrvmsi.fdimx7eff3mnvrmfb.kn754sq979b3bla9a4ukwzc9mimam.h6d9w2oxfyow8o544jgkddu7f1.jtebbd.duckdns.org/365newofficeg15/jsmith@imaphost.com/paul/,1,5.170228321503522,0.0198093039138066,261,7,0,44,12,0
http://orngmesmerize.paperplane.io/,1,3.897299717551717,0.1113514205014776,35,3,0,3,2,0
http://mobile-my3.com,1,3.880179922675738,0.1847704725083684,21,3,0,3,1,0
https://jayscottonair.tumblr.com/#_=_,0,4.260279974311011,0.1151427020084057,37,6,0,3,2,0
http://betasusguncelgir.blogspot.com,1,4.107017709595357,0.1140838252665376,36,2,0,3,2,0
https://www.burda.com/de/,0,3.893660689688186,0.1557464275875274,25,4,0,3,2,0
https://www.programsgulf.com/,0,3.978333581185264,0.1371839165925953,29,3,0,3,2,0
http://www.klassekampen.no/,0,3.81008102052173,0.1411141118711751,27,3,0,3,2,0
http://www.globalsecurity.org/military/agency/dod/centcom.htm,0,4.28207463214832,0.0701979447893167,61,6,0,3,2,0
http://www.ebay.com/bhp/internet-radio-receiver,0,4.128640979153087,0.0878434250883635,47,6,0,3,2,0
https://www.workiva.com/,0,3.8035088547976783,0.1584795356165699,24,3,0,3,2,0
http://www.techhive.com/article/196709/best_stores_to_buy_digital_cameras.html,0,4.493252142206323,0.0576057966949528,78,10,0,3,2,0
https://react-ba2roi.stackblitz.io,1,4.054538856580818,0.1192511428406122,34,3,0,5,2,0
http://help.optuszoo.com.au/help/dsl/connected/windows/optus_modems/netgear_dg834g,0,4.342010621725585,0.0529513490454339,82,10,0,4,3,0
http://dhl.export.dns-cloud.net/sign/in,1,4.067202859776943,0.1042872528147934,39,5,0,5,3,0
https://cy.helpacitizen.com/bob/og/hpb/inm/index.php?email=oaymukhanov@gmai.com,1,4.423787002670503,0.0559973038312721,79,10,0,3,2,0
http://plataformaeducativa.se.jalisco.gob.mx/elpunto/themes/engines/phtmplt,1,4.274880857909424,0.0569984114387923,75,6,0,5,4,0
http://www.letras.org.es/,0,3.6430741894285696,0.1457229675771428,25,3,0,4,3,0
http://animatics.co.uk/blog/profile/,1,4.1734165853054455,0.1159282384807068,36,5,0,3,2,0
http://nabagejec1893.blogspot.com/,1,4.256149238118269,0.1251808599446549,34,3,0,3,2,0
https://www.centromusicalpaternense.es:443/wp-includes/css,1,4.204254323388027,0.0724871435066901,58,5,0,3,2,0
https://hunteralan.typeform.com/to/jvqx7t,1,4.277926089825635,0.1043396607274545,41,4,0,3,2,0
http://boconceptla.com/fotosmuebles/co/sale2018/la%20574/alibaba.com/login.htm,1,4.621958552684628,0.0592558788805721,78,8,1,2,1,0
https://www.kia.com/cz/dealer/pemmbrno/,0,4.162980744225907,0.1067430960057924,39,6,0,3,2,0
http://clear.verify.clearpointsupplies.com/lilai1844.y76324f/,1,4.504610805436805,0.0738460787776525,61,4,1,4,3,0
http://lighthousebookkeeping.com.au/route/crypt/,1,4.145512835516972,0.0863648507399369,48,5,0,3,2,0
http://infantbaptism.net/libraries/fof/utils/ip/contest.php/nzhf/bew/?happen=1nymrgn01h20f,1,4.394972687049218,0.0488330298561024,90,12,0,2,1,0
https://www.russianlovematch.com/,0,4.104407755459852,0.1243759925896925,33,3,0,3,2,0
http://www.wikihow.com/clear-google-search-history,0,4.353786320494367,0.0870757264098873,50,6,0,3,2,0
https://joint.co.il/forum/includes/--/https:/www.dispositivobb.com.br/login.php,1,4.302880433249068,0.0544668409272033,79,10,1,3,2,0
http://betasusgirisburasi5.blogspot.com,1,4.057855988582063,0.1040475894508221,39,2,0,3,2,0
http://www.pageglance.com/automationalley.com,0,4.00532302989454,0.0890071784421008,45,3,0,3,2,0
http://www.savethechildren.org/site/c.8rklixmgipi4e/b.6146357/,0,4.816626552112991,0.0776875250340805,62,6,0,3,2,0
http://vtchekhov.com/sa/?sec=annalisa,1,4.134468568039292,0.1117423937307916,37,6,0,2,1,0
http://bpl.kr/7rh?id=29c0m2c204,1,4.260332600569877,0.1374300838893508,31,5,0,2,1,0
http://www.cndoubleegret.com/admin/secure/cmd-login=fc57e7f7e3afa9af443c1aabe31bde5e/?reff=nmniogy1nzljytq2ntrmywvkotlizwqynddjnte3mmy=&amp;user=abuse@iveco.com,1,5.32226917076085,0.0332641823172553,160,14,2,3,2,0
http://wiki.networksecuritytoolkit.org/images/netgear_whitepaper_10_gigabit.pdf,0,4.716640520515658,0.0597043103862741,79,7,0,3,2,0
https://blog.demandmetric.com/2008/08/06/target-market-selection-segmentation-and-positioning,0,4.340302097709553,0.0466699150291349,93,11,0,3,2,0
https://www.telefonguru.hu/,0,3.828237501842955,0.1417865741423316,27,3,0,3,2,0
http://rickspringfieldandus.blogspot.com,0,4.3275671571169285,0.1081891789279232,40,2,0,3,2,0
https://www.tcbk.com/,0,3.52257158913636,0.1677415042445885,21,3,0,3,2,0
http://sites.google.com/site/habbotuttogratis,1,3.8502019189757366,0.0855600426439052,45,4,0,3,2,0
http://het-impp11.com/servi-mail-pro-webb111928270383jksddkjsdjks191171927282827383322/65161e73848c8bbbf7a4bc07e77a8454/sms1.htm,1,4.754097293060824,0.0371413851020376,128,9,0,3,1,0
https://about.me/automationpersonnelsvcs,0,4.006198332810095,0.1001549583202523,40,3,0,2,1,0
http://mp3sayt.az,0,3.4548223999466066,0.2032248470556827,17,2,0,3,1,0
http://playmatte87.blogspot.com/,0,3.9414280318460246,0.1231696259951882,32,3,0,3,2,0
http://www.goepsa.com/old%20files/yahoo/idcheck.html,1,4.635361295347743,0.0891415633720719,52,5,0,3,2,0
https://carmenlafox.tumblr.com/#_=_,0,4.321721231045241,0.1234777494584354,35,6,0,3,2,0
http://www.lordmantis.com/album/death-mask/,0,4.208485034316045,0.097871744984094,43,6,0,3,2,0
http://www.irchelp.org/,0,3.675310868912364,0.1597961247353201,23,3,0,3,2,0
http://www.unlvirtual.edu.ar/,0,3.83127625337525,0.1321129742543189,29,3,0,4,3,0
https://www.youtube.com/watch?v=ldzcq3vukjs,0,4.536388882458135,0.1054974158711194,43,5,0,3,2,0
http://stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=_xxx@yyy.com____/,1,4.535866932397395,0.0416134580953889,109,19,0,2,1,0
http://worldmedicassist.com/wbs/wsdl/joss.php,1,4.002173931003956,0.0889371984667545,45,5,0,2,1,0
https://www.dickssportinggoods.com/products/stephen-curry-shoes.jsp,0,4.1999277206518215,0.0626854883679376,67,6,0,3,2,0
https://www.recebasuacomissao.com.br/,0,3.951904040953793,0.1068082173230755,37,3,0,4,3,0
"http://www.tomsitpro.com/articles/next-generation-firewall-vendors,2-847-2.html",0,4.51443585657848,0.0571447576782086,79,9,0,3,2,0
http://paii.com.co/.de,1,3.5726236638951643,0.1623919847225074,22,3,0,3,2,0
https://www.crazygames.com/t/clicking,0,4.195675662809303,0.1133966395353865,37,4,0,3,2,0
https://www.ccdntech.com/,0,3.5932696895151084,0.1437307875806043,25,3,0,3,2,0
https://hnhkzevk.firebaseapp.com/,1,4.165013816065913,0.1262125398807852,33,3,0,3,2,0
http://www.yamaha-keyboard-guide.com/piano-keyboard.html,0,4.35987902873686,0.0778549826560153,56,6,0,5,2,0
http://www.abt.com/category/20/digital-cameras.html,0,4.319607332957948,0.0846981829991754,51,6,0,3,2,0
https://www.chiostrodelbramante.it/,0,4.068728288980288,0.116249379685151,35,3,0,3,2,0
https://itsssl.com/3zhph,1,3.688721875540867,0.1536967448142027,24,3,0,2,1,0
https://www.batesfamilyblog.com/,0,4.116729296672175,0.1286477905210054,32,3,0,3,2,0
https://www.startimes.com/f.aspx?t=37,1,4.131769501279566,0.1116694459805288,37,5,0,3,2,0
http://hasmob.com/assurance/alibaba.com/login.htm,1,4.070857997344911,0.083078734639692,49,5,1,2,1,0
http://adtekz.com/forum/user.html,1,4.051821770808045,0.1227824779032741,33,4,0,2,1,0
https://www.hersenstichting.nl/,0,3.735666068102445,0.1205053570355627,31,3,0,3,2,0
https://foma-ura-lote.firebaseapp.com/,1,4.095968631579972,0.1077886481994729,38,5,0,5,2,0
https://bbvaconsultas.com/,1,3.8441065448145375,0.147850251723636,26,3,0,2,1,0
http://www.45minut.pl/,0,3.629219686524097,0.1649645312056407,22,3,0,3,2,0
http://209.140.29.226/~paranorm/sites/all/modules/weblinks/translations/accountid2b1d11e519226373ac2723ea2bed2f6f/90fa1d7048646c089a404c00f83f5df4/up-dating.php?country.x=us-united%20states&acct.x=id-ppl=pa32465.155.30.101=scrpg=dcdc2aed464a8fc21f6befc2ec81475af5238c5da26b4290de3279239f41852bs=$1$syz/mxyq$a0noxq9uq3hl31vcdklhd1kd4dqtzj7ieam5qort2oavwgjhz8cpwnren6musksxvxilp3fyulyhbcf1bg90zzmrtdi1knpwn4gsyte3vsdcpcf75vx9ehjbuobmxj6qwif8hykoaqrlgul2a011142648145,1,5.8069027081575015,0.0125148765262015,464,23,1,0,3,0
http://vaportotal.net/catalog/language/english/product/special/index.php?cid=474fe1ba8fa8cfd26e81532c7baac4a1&amp;ssid=d2b816c9e8292c96546684e342c2e77cd27f39cf,1,4.917410844470603,0.0309271122293748,159,12,0,2,1,0
http://www.creative-biostructure.com/protein-domain-prediction-1.htm,0,4.221756643594191,0.0620846565234439,68,7,0,4,2,0
https://blog.roku.com/blog/2016/08/18/discovery-tlc-animal-planet-science-discovery-investigation-now-streaming-on-the-roku-platform/,0,4.584145045631967,0.0344672559821952,133,20,0,3,2,0
https://www.rugbyzap.fr/,0,3.855388542207534,0.1606411892586472,24,3,0,3,2,0
http://gasecurity.com.ar/wp-package/gj3di/,1,4.39531020894716,0.1046502430701704,42,6,0,3,2,0
https://www.seatmaestro.com/airlines-seating-maps/latam-airlines/check-in/,0,4.09174884562402,0.0552939033192435,74,10,0,3,2,0
http://usbank-link-mupyndtfft---com.illmickelsonbeats.com/,1,4.310591237164565,0.0743205385718028,58,8,0,6,2,0
https://www.providenceiscalling.jobs/,0,4.2629790410707376,0.1152156497586685,37,3,0,3,2,0
https://www.travelodgehotels.asia/,0,3.9176264438733592,0.1152243071727458,34,3,0,3,2,0
http://wpcorporate.sfdevserver.com/wp-content/themes/twentyseventeen/template-parts/navigation/updateinfo/account/app/captcha/captcha,1,4.105078277655847,0.0308652502079387,133,14,2,3,2,0
https://www.merriam-webster.com/dictionary/tabloid,0,4.191272380112912,0.0838254476022582,50,5,0,4,2,0
https://www.emploi-petrole.com/,0,3.840347116419753,0.1238821650457984,31,4,0,4,2,0
https://just-genius-278921.df.r.appspot.com/,1,4.4422750844972185,0.1009607973749367,44,5,0,6,4,0
http://www.webopedia.com/term/c/cli.html,0,4.293942707918268,0.1073485676979567,40,5,0,3,2,0
https://en.wikipedia.org/wiki/food_processing,0,4.119087818311511,0.0915352848513669,45,5,0,3,2,0
http://www.spoj.com/problems/shpath,0,4.207435516759526,0.1202124433359864,35,4,0,3,2,0
http://grottedisaledesenzano.com/verr.php,1,4.122693700152457,0.1005535048817672,41,3,0,2,1,0
http://willowbirdbaking.com/2015/01/20/four-ingredient-protein-pancakes-16-simple-healthy-meals/,0,4.6389319046151405,0.048322207339741,96,14,0,2,1,0
https://servicefacture.blogspot.com/2020/04/blog-post_10.html,1,4.4470735102839045,0.0729028444308836,61,7,0,3,2,0
http://mail.lwpr.com.cn/index.html,1,3.998652546878167,0.1176074278493578,34,3,0,4,3,0
https://hublaalikes.com/login,1,4.116264615668023,0.1419401591609663,29,3,1,2,1,0
https://drive.google.com/file/d/1dzwfmgjphxzlglujripjvloalfwtqi6o/view?usp=sharing/,1,4.98467689621129,0.0600563481471239,83,9,0,3,2,0
http://assembly.ca.gov/committees,0,3.9831956342477306,0.1207028980075069,33,3,0,3,2,0
http://www.passivehousecanada.com/,0,4.02085512047121,0.1182604447197414,34,3,0,3,2,0
https://secureupdate.appleld.com.duilawyeryork.com/ap/6afa0c49aecd66c,1,4.357654892278536,0.0631544187286744,69,4,2,5,4,0
http://www.thedigitallandscaping.com/classroom/,0,4.13907129820996,0.0880653467704246,47,4,0,3,2,0
http://denisehowells.com.au/ana/u.php?l=_jehfuq_vjoxk0qwhtogydw_product-userid&amp;userid=,1,5.158085318359589,0.0573120590928843,90,12,0,3,2,0
http://grupwabokep32100.000webhostapp.com/wa_18__(pulberaja)_/,1,4.712362141682182,0.0760058409948739,62,8,0,3,2,0
https://forums.digitalpoint.com/threads/how-to-convert-txt-files-to-csv.1446799/,0,4.529749859046178,0.0566218732380772,80,11,0,3,2,0
http://www.wnyc.org/tags/path_train,0,3.861725074756387,0.1103350021358967,35,5,0,3,2,0
http://www.iptvultra.com/,0,3.783465189601647,0.1513386075840658,25,3,0,3,2,0
https://plevenzapleven.bg/,0,3.7192945256669794,0.1430497894487299,26,3,0,2,1,0
https://www.ekupi.ba/,0,3.6537567082870015,0.1739884146803334,21,3,0,3,2,0
https://www.facebook.com/saversbank,0,4.243010159554856,0.1212288617015673,35,3,0,3,2,0
http://ecoachinginternational.com/sitemaps/page3/,1,3.959738743507028,0.0808109947654495,49,5,0,2,1,0
http://sniz.porn,0,3.5,0.21875,16,2,0,2,1,0
http://www.magicauction.com/mag_auc/closeup.htm,0,4.120885064757336,0.0876784056331348,47,5,0,3,2,0
http://mp3clan.com/,0,3.576617644908666,0.1882430339425613,19,3,0,3,1,0
http://www.tomshardware.com/,0,3.753434386188785,0.1340512280781708,28,3,0,3,2,0
https://appleid.apple.com-sa.pm/appleid/?,1,3.7901212117768543,0.0924419807750452,41,6,0,5,3,0
http://smskhoon.blogsky.com,0,3.838039816898154,0.1421496228480798,27,2,0,3,2,0
http://www.mobilexpose.com/,0,3.85619629821938,0.1428220851192362,27,3,0,3,2,0
http://mr-statucki.com/wp-content/uploads/2009/hotmail/hotmail.html,1,4.250197355789891,0.0634357814296998,67,9,0,3,1,0
http://terrademaresol.blogspot.com/,0,3.921721231045241,0.112049178029864,35,3,0,3,2,0
http://www.e-castle.co.kr/data/shok/posbev/,1,4.268719696310997,0.0992725510769999,43,7,0,5,3,0
http://www.fm-arena.de/,0,3.762267390651494,0.1635768430718041,23,4,0,4,2,0
http://geekyjuice.com/homewarranty/offi/office/index2.php,1,4.323432119124255,0.0758496863004255,57,6,0,2,1,0
https://developer.mozilla.org/en-us/docs/web/api/web_speech_api,0,4.562021836853406,0.0724130450294191,63,10,0,3,2,0
http://cn2.lynmaxonline.com/source,1,4.13850217929474,0.1217206523321982,34,3,0,3,2,0
http://www.slideserve.com/arissa/software-as-a-service-saas,0,3.963992888751029,0.0671863201483225,59,8,0,3,2,0
http://www.equalchances.org/net/page,1,3.995906598484246,0.1109974055134512,36,4,0,3,2,0
http://horario.app:443/new/acrobat/view.php,1,3.9788500812712257,0.0925313972388657,43,5,0,2,1,0
https://twitter.com/impact_events,0,3.8576892872757216,0.1168996753719915,33,4,0,2,1,0
http://lifeiswhatyoumakeofit.com/match_login/match.com/match/login1876.html,1,4.285290445257775,0.0571372059367703,75,7,1,2,1,0
http://www.geekinterview.com/,0,3.8404025467025056,0.1324276740242243,29,3,0,3,2,0
http://www.animationcareerreview.com/articles/top-50-graphic-design-schools-and-colleges-us-%e2%80%93-2015,0,4.661204242352761,0.0439736249278562,106,13,0,3,2,0
http://spectometre.newimagefitness.net/lpsurhd/apps/uk/index.php?cid=0b30e3ce72dcc4325&amp;vb=7ff304f419da370c50c870a46d2b5682,1,4.949397190526009,0.0392809300835397,126,10,0,3,2,0
https://www.menubus.audio/,0,3.921029621737615,0.1508088316052928,26,3,0,3,2,0
http://www.assignmentpoint.com/business/marketing-business/11039.html,0,4.373037413852743,0.0633773538239528,69,6,0,3,2,0
http://3.ly/uh9,1,3.323231428797621,0.2215487619198413,15,3,0,1,1,0
http://www.ranker.com/list/greatest-gay-icons-in-fashion/celebrity-lists,0,4.273820752900349,0.0593586215680604,72,10,0,3,2,0
https://www.drip.com/,0,3.6537567082870015,0.1739884146803334,21,3,0,3,2,0
https://jbouy-my.sharepoint.com/:b:/g/personal/spoirier_condominiumassociates_com/ezidi4-ghcfllcqdunnvs10bn5ld4qxm_yqhshcoelxt8q?e=hjzabn,1,5.290637266720948,0.0386177902680361,137,14,0,4,2,0
https://tholath.wordpress.com/2009/10/24/fingerprint-patterns/,0,4.362469747579446,0.0703624152835394,62,8,0,3,2,0
http://www.azlyrics.com/lyrics/alkalinetrio/helpme.html,0,4.160295795414269,0.0756417417348049,55,5,0,3,2,0
http://en.academic.ru/dic.nsf/enwiki/11787825,0,4.366759974483215,0.0970391105440714,45,5,0,3,2,0
https://www.speakeasy.net/speedtest/,0,3.4966241415109933,0.0971284483753053,36,4,0,3,2,0
http://rocoagenciadigital.com/scc/hotmail/validation/login.php,1,4.193991730594801,0.0676450279128193,62,6,1,2,1,0
http://mchr3k.github.io,0,3.849223912390624,0.167357561408288,23,2,0,4,2,0
https://www.foxtv.co.uk,0,3.729446194905256,0.1621498345610981,23,2,0,4,3,0
http://www.agame.com/games/multiplayer,0,4.0304363948517326,0.1060641156539929,38,4,0,3,2,0
http://www.paxful.com.transfer.boubit.com/,1,4.20483401847097,0.1001150956778802,42,3,0,6,5,0
https://www.hugedomains.com/domain_profile.cfm?d=recordinghound&e=com,0,4.446999776863761,0.0644492721284603,69,8,0,3,2,0
https://secureupdate.appleld.com.duilawyeryork.com/ap/0f425c19a873fed/?cmd=_update&dispatch=0f425c19a873fedc3&locale=_lu,1,4.85820044204624,0.0404850036837186,120,13,2,5,4,0
https://nimara.dk/,0,3.683542362433231,0.2046412423574017,18,3,0,2,1,0
